tag,value,agency,rule_id,rule_name,rule_type,example_id,dataset_name,reject,correct,reviewed
statute,49 U.S.C. 40105(b)(1)(A),"""DEPARTMENT OF TRANSPORTATION""","""2017-26903""","""Amendment of the Prohibition Against Certain Flights in Specified Areas of the Sanaa (OYSC) Flight Information Region""","""rule""",4878c03f-9536-495d-a243-0bca031e7a0e,December-2017,,,f
Agreement,international agreements,"""DEPARTMENT OF TRANSPORTATION""","""2017-26903""","""Amendment of the Prohibition Against Certain Flights in Specified Areas of the Sanaa (OYSC) Flight Information Region""","""rule""",4878c03f-9536-495d-a243-0bca031e7a0e,December-2017,,,f
Treaty,"United States obligations under international treaties, conventions, or protocols","""DEPARTMENT OF JUSTICE""","""2017-26853""","""Schedules of Controlled Substances: Placement of MT-45 Into Schedule I""","""rule""",ad61beae-b7c9-420b-89f4-14f3305aefd3,December-2017,,,f
Agreement,international agreement,"""DEPARTMENT OF COMMERCE""","""2017-26197""","""Requirements of the Vessel Monitoring System Type-Approval""","""prorule""",273a9daf-3102-4f77-b9a1-d21e6d17c014,December-2017,f,t,t
Agreement,the specified international agreement,"""DEPARTMENT OF JUSTICE""","""2017-26853""","""Schedules of Controlled Substances: Placement of MT-45 Into Schedule I""","""rule""",ad61beae-b7c9-420b-89f4-14f3305aefd3,December-2017,,,f
statute,21 U.S.C. 811(d)(1),"""DEPARTMENT OF JUSTICE""","""2017-26853""","""Schedules of Controlled Substances: Placement of MT-45 Into Schedule I""","""rule""",ad61beae-b7c9-420b-89f4-14f3305aefd3,December-2017,,,f
Agreement,international agreement,"""DEPARTMENT OF JUSTICE""","""2017-26853""","""Schedules of Controlled Substances: Placement of MT-45 Into Schedule I""","""rule""",ad61beae-b7c9-420b-89f4-14f3305aefd3,December-2017,,,f
Agreement,international agreement,"""DEPARTMENT OF COMMERCE""","""2017-26197""","""Requirements of the Vessel Monitoring System Type-Approval""","""prorule""",0d77f160-e6b3-484b-bf6f-eed049113455,December-2017,f,t,t
statute,"title 49, U.S. Code. Subtitle I, sections 106(f) and (g)","""DEPARTMENT OF TRANSPORTATION""","""2017-26903""","""Amendment of the Prohibition Against Certain Flights in Specified Areas of the Sanaa (OYSC) Flight Information Region""","""rule""",707b69ca-eada-4ffa-a3b4-8f9eb79ab497,December-2017,,,f
Agreement,international agreements,"""DEPARTMENT OF TRANSPORTATION""","""2017-26847""","""Extension of the Prohibition Against Certain Flights in the Territory and Airspace of Somalia""","""rule""",83c09554-6978-48af-b20d-deda65b1e4d5,December-2017,,,f
statute,"U.S. Code. Subtitle I, sections 106(f) and (g)","""DEPARTMENT OF TRANSPORTATION""","""2017-26847""","""Extension of the Prohibition Against Certain Flights in the Territory and Airspace of Somalia""","""rule""",83c09554-6978-48af-b20d-deda65b1e4d5,December-2017,,,f
Softlaw,bilateral agreement with Germany,"""DEPARTMENT OF TRANSPORTATION""","""2017-26039""","""Airworthiness Directives; Airbus Helicopters Deutschland GmbH Helicopters""","""prorule""",dcaea7ab-1613-41ca-bd06-5a061cd295df,December-2017,,,f
Agreement,bilateral agreement with this State of Design Authority,"""DEPARTMENT OF TRANSPORTATION""","""2017-27167""","""Airworthiness Directives; GA 8 Airvan (Pty) Ltd Airplanes""","""prorule""",ba64edce-e018-400c-bde9-6f1ea35737a1,December-2017,,,f
Softlaw,government-sponsored activities of a foreign country with the support of a U.S. government department,"""DEPARTMENT OF TRANSPORTATION""","""2017-26903""","""Amendment of the Prohibition Against Certain Flights in Specified Areas of the Sanaa (OYSC) Flight Information Region""","""rule""",f4b07374-30fd-44d7-b302-003373e23b67,December-2017,,,f
Agreement,"bilateral agreement with the State of Design Authority,","""DEPARTMENT OF TRANSPORTATION""","""2017-26192""","""Airworthiness Directives; Fokker Services B.V. Airplanes""","""rule""",d80c6bf6-d20b-4fad-a47d-31083f00dda9,December-2017,,,f
Agreement,bilateral agreement with the State of Design Authority,"""DEPARTMENT OF TRANSPORTATION""","""2017-26622""","""Airworthiness Directives; Airbus Airplanes""","""prorule""",e53435de-5ffd-422f-9a7e-ae825184eb38,December-2017,,,f
Agreement,bilateral agreement with the State of Design Authority,"""DEPARTMENT OF TRANSPORTATION""","""2017-26192""","""Airworthiness Directives; Fokker Services B.V. Airplanes""","""rule""",8759e7af-6725-416a-ab13-80b3ff79c848,December-2017,f,t,t
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States.","""DEPARTMENT OF TRANSPORTATION""","""2017-27167""","""Airworthiness Directives; GA 8 Airvan (Pty) Ltd Airplanes""","""prorule""",ba64edce-e018-400c-bde9-6f1ea35737a1,December-2017,,,f
Agreement,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2017-27167""","""Airworthiness Directives; GA 8 Airvan (Pty) Ltd Airplanes""","""prorule""",ba64edce-e018-400c-bde9-6f1ea35737a1,December-2017,,,f
Treaty,ICCAT,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,f,t,t
Softlaw,obligation to implement the measures,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,t,f,t
statute,ATCA,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,f,t,t
Treaty,Magnuson-Stevens Act,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,t,f,t
statute,Magnuson-Stevens Act,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,f,t,t
Softlaw,requires NMFS to take measures to end overfishing and to rebuild the stocks,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",6e2fe0dc-649c-4bc5-9dd1-2b0ec9fc0a17,2019Feb,t,f,t
Softlaw,ICCAT Recommendation 17-08,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,f,t,t
statute,ICCAT Recommendation 17-08,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
Treaty,ICCAT Recommendation 17-08,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
Treaty,ATCA,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
statute,ATCA,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,f,t,t
Treaty,"U.S. recreational fisheries have a significant role to play in reducing fishing mortality on shortfin mako sharks, and must be included in management of this overfished stock","""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
Foreing Policy,"U.S. recreational fisheries have a significant role to play in reducing fishing mortality on shortfin mako sharks, and must be included in management of this overfished stock","""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,f,t,t
Softlaw,the no action alternative would fail to meet the minimum requirements,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
Softlaw,inconsistent with U.S. obligations,"""DEPARTMENT OF COMMERCE""","""2019-02946""","""Atlantic Highly Migratory Species; Shortfin Mako Shark Management Measures; Final Amendment 11""","""rule""",719111c9-95d2-47bc-986c-66750e0b1410,2019Feb,t,f,t
Softlaw,international conventions,"""FEDERAL DEPOSIT INSURANCE CORPORATION""","""2018-28084""","""Removal of Transferred OTS Regulations Regarding Lending and Investment; and Conforming Amendments to Other Regulation""","""prorule""",8f09fe80-0364-4bb6-85a2-7689f0eef12d,2019Feb,,,f
Foreing Policy,former OTS rule,"""FEDERAL DEPOSIT INSURANCE CORPORATION""","""2018-28084""","""Removal of Transferred OTS Regulations Regarding Lending and Investment; and Conforming Amendments to Other Regulation""","""prorule""",8f09fe80-0364-4bb6-85a2-7689f0eef12d,2019Feb,,,f
Foreing Policy,approach taken by the OCC for national banks,"""FEDERAL DEPOSIT INSURANCE CORPORATION""","""2018-28084""","""Removal of Transferred OTS Regulations Regarding Lending and Investment; and Conforming Amendments to Other Regulation""","""prorule""",8f09fe80-0364-4bb6-85a2-7689f0eef12d,2019Feb,,,f
Agreement,international/regional naming conventions,"""DEPARTMENT OF JUSTICE""","""2019-01470""","""Control of Immediate Precursor Used in the Illicit Manufacture of Fentanyl as Schedule II Controlled Substances; Correction""","""rule""",93577903-c627-417e-bc3a-fec73d0340bc,2019Feb,,,f
Softlaw,international/regional naming conventions,"""DEPARTMENT OF JUSTICE""","""2019-01470""","""Control of Immediate Precursor Used in the Illicit Manufacture of Fentanyl as Schedule II Controlled Substances; Correction""","""rule""",93577903-c627-417e-bc3a-fec73d0340bc,2019Feb,,,f
Softlaw,protocols like that developed by the Chemical Distribution Institute,"""DEPARTMENT OF HOMELAND SECURITY""","""2019-01591""","""Marine Transportation-Related Facility Response Plans for Hazardous Substances""","""prorule""",b3e0c07a-e3a7-4926-a713-2df8e9ee382e,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01635""","""Airworthiness Directives; Viking Air Limited Airplanes""","""prorule""",6f6d3407-197e-4a99-917b-6de7dbdffd92,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01635""","""Airworthiness Directives; Viking Air Limited Airplanes""","""prorule""",6f6d3407-197e-4a99-917b-6de7dbdffd92,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-03313""","""Airworthiness Directives; Bombardier, Inc., Airplanes""","""prorule""",befd546c-3984-4527-ac9e-8f0b73da9d17,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-03313""","""Airworthiness Directives; Bombardier, Inc., Airplanes""","""prorule""",befd546c-3984-4527-ac9e-8f0b73da9d17,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02158""","""Airworthiness Directives; ATR—GIE Avions de Transport Régional Airplanes""","""prorule""",957b0e35-a8f2-4dec-9b04-820464911617,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02158""","""Airworthiness Directives; ATR—GIE Avions de Transport Régional Airplanes""","""prorule""",957b0e35-a8f2-4dec-9b04-820464911617,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01524""","""Airworthiness Directives; Viking Air Limited (Type Certificate Previously Held by Bombardier, Inc.; Canadair Limited) Airplanes""","""prorule""",0737f546-bef5-448f-b2de-2df2802a9694,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01524""","""Airworthiness Directives; Viking Air Limited (Type Certificate Previously Held by Bombardier, Inc.; Canadair Limited) Airplanes""","""prorule""",0737f546-bef5-448f-b2de-2df2802a9694,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01527""","""Airworthiness Directives; Fokker Services B.V. Airplanes""","""prorule""",b058dbfe-bedd-41ec-84d4-97c6dc4bf429,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01527""","""Airworthiness Directives; Fokker Services B.V. Airplanes""","""prorule""",b058dbfe-bedd-41ec-84d4-97c6dc4bf429,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01243""","""Airworthiness Directives; Saab AB, Saab Aeronautics (Formerly Known as Saab AB, Saab Aerosystems) Airplanes""","""prorule""",3b60fe3e-5d2b-4e9d-8d57-80a2eee270db,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01243""","""Airworthiness Directives; Saab AB, Saab Aeronautics (Formerly Known as Saab AB, Saab Aerosystems) Airplanes""","""prorule""",3b60fe3e-5d2b-4e9d-8d57-80a2eee270db,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01237""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",b299b868-e231-40eb-93e0-22ed3ebfaa63,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01237""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",b299b868-e231-40eb-93e0-22ed3ebfaa63,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02929""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",9aca1aa9-7ea4-4531-9ed6-eaa6f43e86cb,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02929""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",9aca1aa9-7ea4-4531-9ed6-eaa6f43e86cb,2019Feb,,,f
Softlaw,These helicopters have been approved by the aviation authority of Canada and are approved for operation in the United States,"""DEPARTMENT OF TRANSPORTATION""","""2019-02626""","""Airworthiness Directives; Bell Helicopter Textron Canada Limited Helicopters""","""rule""",9fee768f-8e18-4141-b562-f9addba65976,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02626""","""Airworthiness Directives; Bell Helicopter Textron Canada Limited Helicopters""","""rule""",9fee768f-8e18-4141-b562-f9addba65976,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-01541""","""Airworthiness Directives; Pacific Aerospace Ltd. Airplanes""","""rule""",475cb994-a54a-4d96-a98e-8688fe2c6a06,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-01541""","""Airworthiness Directives; Pacific Aerospace Ltd. Airplanes""","""rule""",475cb994-a54a-4d96-a98e-8688fe2c6a06,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02937""","""Airworthiness Directives; Bombardier, Inc., Airplanes""","""prorule""",33ab9555-ffdc-4d49-9b0b-b8b4540d61ea,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02937""","""Airworthiness Directives; Bombardier, Inc., Airplanes""","""prorule""",33ab9555-ffdc-4d49-9b0b-b8b4540d61ea,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02926""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",7a5266ef-65fa-4333-8eb3-042748c8ca7f,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02926""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",7a5266ef-65fa-4333-8eb3-042748c8ca7f,2019Feb,,,f
Softlaw,bilateral aviation agreements,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",ad81bde8-4945-42e2-b2e7-19360ac5576b,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",fd9d0690-3de1-4403-9ae0-1b320f97c686,2019Feb,,,f
Foreing Policy,airworthiness and environmental requirements,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",fd9d0690-3de1-4403-9ae0-1b320f97c686,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,2019Feb,,,f
Foreing Policy,"applicable airworthiness, environmental, and other requirements","""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",dbd2127b-9bd8-4534-a434-7ca1d3b6b6e5,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02931""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",c4bfadb3-efa3-41fa-a352-790d267921d0,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02931""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",c4bfadb3-efa3-41fa-a352-790d267921d0,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",871e205f-7ac8-4ef0-bd56-29a992652e3c,2019Feb,,,f
Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States","""DEPARTMENT OF TRANSPORTATION""","""2019-02552""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",62852633-a842-4264-a686-925a15a3d90f,2019Feb,,,f
Softlaw,bilateral agreement,"""DEPARTMENT OF TRANSPORTATION""","""2019-02552""","""Airworthiness Directives; Airbus SAS Airplanes""","""prorule""",62852633-a842-4264-a686-925a15a3d90f,2019Feb,,,f
statute,title II disability program,"""SOCIAL SECURITY ADMINISTRATION""","""2019-00250""","""Removing Inability To Communicate in English as an Education Category""","""prorule""",ba830edc-5c07-4ddd-bcf9-2a9f2dc62986,2019Feb,,,f
Softlaw,totalization agreement,"""SOCIAL SECURITY ADMINISTRATION""","""2019-00250""","""Removing Inability To Communicate in English as an Education Category""","""prorule""",ba830edc-5c07-4ddd-bcf9-2a9f2dc62986,2019Feb,,,f
Agreement,"Executive Order 13609, “Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2019-02293""","""Hazardous Materials: Revisions to Hazardous Materials Grants Requirements (FAST Act)""","""rule""",bf68834d-60a2-48b4-8250-7307541ed3a9,2019Feb,,,f
Foreing Policy,international regulatory cooperation,"""DEPARTMENT OF TRANSPORTATION""","""2019-02293""","""Hazardous Materials: Revisions to Hazardous Materials Grants Requirements (FAST Act)""","""rule""",bf68834d-60a2-48b4-8250-7307541ed3a9,2019Feb,,,f
Softlaw,international regulatory cooperation,"""DEPARTMENT OF TRANSPORTATION""","""2019-02293""","""Hazardous Materials: Revisions to Hazardous Materials Grants Requirements (FAST Act)""","""rule""",bf68834d-60a2-48b4-8250-7307541ed3a9,2019Feb,,,f
Foreing Policy,impair the ability of American business to export and compete internationally,"""DEPARTMENT OF TRANSPORTATION""","""2019-02293""","""Hazardous Materials: Revisions to Hazardous Materials Grants Requirements (FAST Act)""","""rule""",bf68834d-60a2-48b4-8250-7307541ed3a9,2019Feb,,,f
Foreing Policy,"meeting shared challenges involving health, safety, labor, security, environmental, and other issues","""DEPARTMENT OF TRANSPORTATION""","""2019-02293""","""Hazardous Materials: Revisions to Hazardous Materials Grants Requirements (FAST Act)""","""rule""",bf68834d-60a2-48b4-8250-7307541ed3a9,2019Feb,,,f
Agreement,"Executive Order 13609, Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",977d7d6e-c02b-450d-8d7f-4ab1040aade7,2019Feb,,,f
Softlaw,international regulatory cooperation,"""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",977d7d6e-c02b-450d-8d7f-4ab1040aade7,2019Feb,,,f
Foreing Policy,"to meet shared challenges involving health, safety, labor, security, environmental, and other issues","""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",977d7d6e-c02b-450d-8d7f-4ab1040aade7,2019Feb,,,f
Agreement,"Executive Order 13609, “Promoting International Regulatory Cooperation","""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,2019Feb,t,f,t
Softlaw,international regulatory cooperation,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,2019Feb,f,t,t
Foreing Policy,"to meet shared challenges involving health, safety, labor, security, environmental, and other issues","""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,2019Feb,t,f,t
Softlaw,international organizations,"""FEDERAL RESERVE SYSTEM""","""2019-03504""","""Amendments to Policy Statement on the Scenario Design Framework for Stress Testing""","""rule""",194ad31c-cfbf-40ec-bf0d-17a3c7aa07e9,2019Feb,,,f
Softlaw,international standards,"""FEDERAL COMMUNICATIONS COMMISSION""","""2018-27975""","""Use of Spectrum Bands Above 24 GHz for Mobile Radio Services""","""rule""",867b0e6f-9df6-4a0c-9610-cdc741bc33fa,2019Feb,,,f
Softlaw,international maximum residue limits,"""ENVIRONMENTAL PROTECTION AGENCY""","""2019-00787""","""Fenoxaprop-ethyl, Flufenpyr-ethyl, Imazapyr, Maleic hydrazide, Pyrazon, Quinclorac, Triflumizole, et al.; Proposed Tolerance and Tolerance Exemption Actions""","""prorule""",979388e5-d54e-4336-8106-27c357469898,2019Feb,,,f
statute,FFDCA section 408(b)(4),"""ENVIRONMENTAL PROTECTION AGENCY""","""2019-00787""","""Fenoxaprop-ethyl, Flufenpyr-ethyl, Imazapyr, Maleic hydrazide, Pyrazon, Quinclorac, Triflumizole, et al.; Proposed Tolerance and Tolerance Exemption Actions""","""prorule""",979388e5-d54e-4336-8106-27c357469898,2019Feb,,,f
Softlaw,requires that EPA explain the reasons for departing from the Codex level,"""ENVIRONMENTAL PROTECTION AGENCY""","""2019-00787""","""Fenoxaprop-ethyl, Flufenpyr-ethyl, Imazapyr, Maleic hydrazide, Pyrazon, Quinclorac, Triflumizole, et al.; Proposed Tolerance and Tolerance Exemption Actions""","""prorule""",979388e5-d54e-4336-8106-27c357469898,2019Feb,,,f
Agreement,Uruguay Round Agreements Act (Pub. L. 103-465),"""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",bcc82c48-cb94-4c30-a693-e41526462fc7,2019Feb,,,f
Agreement,Trade Agreements Act of 1979 (Pub. L. 96-39),"""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",bcc82c48-cb94-4c30-a693-e41526462fc7,2019Feb,,,f
Softlaw,prohibits Federal agencies from establishing standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States,"""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",bcc82c48-cb94-4c30-a693-e41526462fc7,2019Feb,,,f
statute,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",bcc82c48-cb94-4c30-a693-e41526462fc7,2019Feb,,,f
Softlaw,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2019-00765""","""External Marking Requirement for Small Unmanned Aircraft""","""rule""",bcc82c48-cb94-4c30-a693-e41526462fc7,2019Feb,,,f
Agreement,"Trade Agreements Act of 1979, Public Law 96-39","""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,t,f,t
Agreement,", as amended by the Uruguay Round A","""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,t,f,t
Agreement,"Uruguay Round Agreements Act, Public Law 103-465","""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,t,f,t
Softlaw,prohibits Federal agencies from establishing any standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States,"""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,t,f,t
Softlaw,"Federal agencies may participate in the establishment of international standards, so long as the standards have a legitimate domestic objective","""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,t,f,t
Softlaw,"The statute also requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards","""DEPARTMENT OF TRANSPORTATION""","""2019-00758""","""Safe and Secure Operations of Small Unmanned Aircraft Systems""","""prorule""",de1a4f1f-fc20-40a8-be02-3d457012b54d,2019Feb,f,t,t
Agreement,Trade Agreements Act of 1979 (Pub. L. 96-39),"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",ef4e8f59-c3fb-4ea1-a681-a337c6a61e41,2019Feb,,,f
Softlaw,prohibits agencies from setting standards that create unnecessary obstacles to the foreign commerce of the United States,"""DEPARTMENT OF TRANSPORTATION""","""2019-02634""","""Foreign Civil Aviation Authority Certifying Statements""","""prorule""",ef4e8f59-c3fb-4ea1-a681-a337c6a61e41,2019Feb,,,f
