example_id,start,end,tag,value,overlap
2ed321c7-b9ed-4104-ba42-d7968060c44e,530,570,Treaty,Intermediate-Range Nuclear Forces Treaty,
2ed321c7-b9ed-4104-ba42-d7968060c44e,639,649,Treaty,INF Treaty,f
2f083571-6325-440d-899b-ad5da7cd9d87,38,66,statute,subsection (k)(1) of the Act,
2f083571-6325-440d-899b-ad5da7cd9d87,199,245,Foreing Policy,interest of national defense or foreign policy,f
2f083571-6325-440d-899b-ad5da7cd9d87,317,335,statute,5 U.S.C. 552(b)(1),f
2f47f85d-5b8a-4da2-a969-3ce20f1cc24f,0,398,Foreing Policy,"The section 553 requirements for notice and public procedures and for a delay in the date of effectiveness do not apply to this rule, as there is good cause to waive such practices. Delay in implementation would disrupt the movement of these potentially national- and international-security-threatening items globally, creating disharmony between export control measures implemented by MTCR members",
2f47f85d-5b8a-4da2-a969-3ce20f1cc24f,400,498,Foreing Policy,Export controls work best when all countries implement the same export controls in a timely manner,f
2f47f85d-5b8a-4da2-a969-3ce20f1cc24f,500,963,Foreing Policy,"Delaying this rulemaking would prevent the United States from fulfilling its commitment to the MTCR in a timely manner, would injure the credibility of the United States in this and other multilateral regimes, and may impair the international communities' ability to effectively control the export of certain potentially national- and international-security-threatening materials. Therefore, this regulation is issued in final form, and is effective July 7, 2017.",f
2f47f85d-5b8a-4da2-a969-3ce20f1cc24f,620,879,Treaty,"would injure the credibility of the United States in this and other multilateral regimes, and may impair the international communities' ability to effectively control the export of certain potentially national- and international-security-threatening materials",f
2f47f85d-5b8a-4da2-a969-3ce20f1cc24f,729,879,Foreing Policy,international communities' ability to effectively control the export of certain potentially national- and international-security-threatening materials,f
3012755a-01db-4c68-ad4a-bd384daeff0b,20,39,Foreing Policy,part 107 final rule,
3012755a-01db-4c68-ad4a-bd384daeff0b,713,730,Foreing Policy,national security,f
30335052-8bad-4a16-9203-66b58bdf5fed,8,63,Softlaw,DHS/ALL-039 Foreign Access Management System of Records,
30335052-8bad-4a16-9203-66b58bdf5fed,392,497,Foreing Policy,"investigations, inquiries, and proceedings there under; and national security and intelligence activities",f
30335052-8bad-4a16-9203-66b58bdf5fed,791,824,Softlaw,international government agencies,f
305d5493-bce6-4b5a-a3ac-7483b89b24be,49,59,Foreing Policy,rulemaking,
305d5493-bce6-4b5a-a3ac-7483b89b24be,89,141,Foreing Policy,national security concerns associated with small UAS,f
309079cd-d3d4-47bb-9d56-89793446e55f,126,173,Agreement,Pursuant to our bilateral agreement with France,
30b0c13a-23be-49b9-8fc4-f803f58d1bd9,4,343,statute,"For cases where the proposed country of import and recovery or disposal operations are not covered under an international agreement to which both the United States and the country of import are parties, EPA will coordinate with the Department of State to provide the complete notification to country of import and any countries of transit.",
30eca9af-e476-4683-8710-c5d5ef9fca1a,5,15,Foreing Policy,rulemaking,
30eca9af-e476-4683-8710-c5d5ef9fca1a,64,80,statute,49 U.S.C. 106(f),f
30eca9af-e476-4683-8710-c5d5ef9fca1a,176,197,statute,49 U.S.C. 44701(a)(5),f
30eca9af-e476-4683-8710-c5d5ef9fca1a,205,449,Foreing Policy,"requires the Administrator to promote safe flight of civil aircraft in air commerce by prescribing regulations and setting minimum standards for other practices, methods, and procedures necessary for safety in air commerce and national security",f
31059f51-101b-40e7-bb16-f53a45b0309e,628,756,Softlaw,"Trade Act requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards",
3158e9a5-8645-458c-afa3-207f17aec7ca,218,251,Agreement,bilateral airworthiness agreement,
316c0228-6ee7-4d0d-91ba-502d7ca67f6b,108,127,Foreing Policy,foreign governments,
316c0228-6ee7-4d0d-91ba-502d7ca67f6b,150,177,Softlaw,international organizations,f
316c0228-6ee7-4d0d-91ba-502d7ca67f6b,188,196,Treaty,treaties,f
316c0228-6ee7-4d0d-91ba-502d7ca67f6b,200,223,Agreement,international agreement,f
322e66d0-cf68-4aa8-afa9-94733eee4571,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
32a02b9e-c9b0-4a48-a8f1-6ab24bd93a14,34,37,statute,Act,
32a02b9e-c9b0-4a48-a8f1-6ab24bd93a14,72,96,Agreement,international agreements,f
337c532a-b886-4939-9d0e-a7a02670e3f2,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
337c532a-b886-4939-9d0e-a7a02670e3f2,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
337c532a-b886-4939-9d0e-a7a02670e3f2,274,303,Softlaw,Codex Alimentarius Commission,f
337c532a-b886-4939-9d0e-a7a02670e3f2,328,351,statute,FFDCA section 408(b)(4),f
337c532a-b886-4939-9d0e-a7a02670e3f2,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
337c532a-b886-4939-9d0e-a7a02670e3f2,629,800,Treaty,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
33ab9555-ffdc-4d49-9b0b-b8b4540d61ea,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
33ab9555-ffdc-4d49-9b0b-b8b4540d61ea,145,164,Softlaw,bilateral agreement,f
3455156d-f6d6-4e67-9952-d689ddcdb276,334,370,Foreing Policy,vessel traffic management efficiency,
3455156d-f6d6-4e67-9952-d689ddcdb276,475,499,Foreing Policy,international agreements,f
345b3fbc-21a2-4f99-b976-b0944640e842,432,546,Foreing Policy,the ability of United States-based companies to compete with foreign-based companies in domestic or export markets,
3509f2ba-5b70-4b13-827a-7179f57a5e5a,2057,2064,Agreement, treaty,
353f332d-882c-4ddc-96eb-e58ef9121d8f,44,161,Softlaw,All real estate investments of a foreign person must be aggregated for the purpose of applying the reporting criteria,
356655b3-38e6-4e91-85cc-4b5e45d2fd0d,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
36173702-68ce-44be-ad42-c11c2895f5a3,208,241,Agreement,bilateral airworthiness agreement,
363c4b20-29f8-4a86-8d66-40f8472ad08c,386,527,Softlaw,"specific reporting requirements depend upon the size of the institution, the nature of its activities, and whether it has any foreign offices",
37b59542-6c0c-4f1d-bdc9-e54a5b54a911,0,334,Foreing Policy,"Excluding from the U.S. financial system foreign banks that serve as conduits for significant money laundering activity, for the financing of WMDs or their delivery systems, and for other financial crimes enhances national security by making it more difficult for proliferators and money launderers to access the U.S. financial system",
37b59542-6c0c-4f1d-bdc9-e54a5b54a911,413,507,Foreing Policy,North Korean entities designated by the United States and United Nations for WMD proliferation,f
37b59542-6c0c-4f1d-bdc9-e54a5b54a911,509,724,Foreing Policy,"the proposed rule, if finalized, would serve as an additional measure to prevent North Korea from accessing the U.S. financial system and would both support and uphold U.S. national security and foreign policy goals",f
37b59542-6c0c-4f1d-bdc9-e54a5b54a911,726,886,Foreing Policy,A prohibition under the fifth special measure would also complement the U.S. Government's worldwide efforts to expose and disrupt international money laundering,f
37de062f-6831-469f-801f-88b8beff0bcf,425,472,Softlaw,international and voluntary consensus standards,
37f85875-c716-42c8-9ded-75f6fa09af27,9,31,Softlaw,international standard,
37f85875-c716-42c8-9ded-75f6fa09af27,401,482,Softlaw,XBRL is currently required for filing forms by a number of other federal agencies,f
3832d087-a5d9-4080-8098-ad34844a8a2a,163,225,Foreing Policy,assist in updating the statistics on foreign direct investment,
38c72a9a-dc8c-45eb-b186-de4009390fb8,47,175,Foreing Policy,controlling the import and export of defense articles and services is a foreign affairs function of the United States Government,
3915528d-7ee2-4e09-b59d-bbd8c5be099f,75,106,Foreing Policy,international financial systems,
3915528d-7ee2-4e09-b59d-bbd8c5be099f,115,123,statute,U.S. and,f
3915528d-7ee2-4e09-b59d-bbd8c5be099f,124,136,Treaty,UN sanctions,f
3915528d-7ee2-4e09-b59d-bbd8c5be099f,138,273,Softlaw,Increasing U.S. and international sanctions on North Korea have caused most banks worldwide to sever their ties with North Korean banks,f
3915528d-7ee2-4e09-b59d-bbd8c5be099f,275,358,Foreing Policy,impeding North Korea's ability to gain direct access to the global financial system,f
3964c7ee-4c28-4121-9502-02e80660d015,5,10,Foreing Policy,ANPRM,
3964c7ee-4c28-4121-9502-02e80660d015,152,169,Foreing Policy,national security,f
39e0fb3c-0f52-4986-bb35-ccdf9b562c27,76,80,statute,FQPA,
39e0fb3c-0f52-4986-bb35-ccdf9b562c27,134,169,Softlaw,Codex Maximum Residue Limits (MRLs),f
3aa35860-6920-4d14-a75e-eed78db93b43,26,100,Foreing Policy,used by interstate or foreign travelers for recreational or other purposes,
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,0,191,Foreing Policy,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible, consistent with U.S. food safety standards and agricultural practices",
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,193,351,statute,"EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex), as required by FFDCA section 408(b)(4)",f
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,274,303,Softlaw,Codex Alimentarius Commission,f
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,328,351,statute,FFDCA section 408(b)(4),f
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
3abe91a8-c2ce-4f97-85d8-b74ddca916cd,884,964,Softlaw,EPA is establishing a tolerance on tea at the same level to harmonize with Codex,f
3b5a4439-7bfe-4cd2-95a2-e6cb67748e1e,57,61,Foreing Policy,NPRM,
3b5a4439-7bfe-4cd2-95a2-e6cb67748e1e,138,146,statute,§ 107.39,f
3b5a4439-7bfe-4cd2-95a2-e6cb67748e1e,405,422,Foreing Policy,national security,f
3b60fe3e-5d2b-4e9d-8d57-80a2eee270db,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
3b60fe3e-5d2b-4e9d-8d57-80a2eee270db,145,199,Softlaw,bilateral agreement with the State of Design Authority,f
3c43b7a2-9f03-4504-938e-aacfeca7efb9,178,195,Foreing Policy,national security,
3c989018-cd83-42e3-81db-406a5c921bb5,256,259,Treaty,IEC,
3c989018-cd83-42e3-81db-406a5c921bb5,921,939,Treaty,IEC Standard 62301,f
3c989018-cd83-42e3-81db-406a5c921bb5,961,996,Treaty,optimal international harmonization,f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,0,77,statute,"Section 311 of the USA PATRIOT Act (section 311), codified at 31 U.S.C. 5318A",
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,62,77,statute,31 U.S.C. 5318A,f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,576,739,Foreing Policy,The five special measures enumerated in section 311 are prophylactic safeguards that defend the U.S. financial system from money laundering and terrorist financing,f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,910,938,statute,31 U.S.C. 5318A(b)(1)-(b)(4),f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,940,1062,Softlaw,"impose additional recordkeeping, information collection, and reporting requirements on covered U.S. financial institutions",f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,1103,1124,statute,31 U.S.C. 5318A(b)(5),f
3d93d6b5-2cca-4a5c-a093-df5f17dc59d6,1126,1471,Softlaw,"allows FinCEN to prohibit, or impose conditions on, the opening or maintaining in the United States of correspondent or payable-through accounts for, or on behalf of, a foreign banking institution, if such correspondent account or payable-through account involves the foreign financial institution found to be of primary money laundering concern",f
3db3729e-68ed-4d32-9d45-0d6bdfe61d40,346,617,Foreing Policy,"When an investigation is complete, the agency will make a case-by-case determination whether providing an accounting of disclosures would undermine the investigative process and present an impediment to law enforcement efforts and/or efforts to preserve national security",
3ee00bd1-aa0a-442d-85b3-1574df748157,276,347,Treaty,"conventions with Great Britain (for Canada), Mexico, Japan, and Russia.",
3f211240-8cc6-493c-a3a2-3f839898afa0,443,463,statute,Trade Agreements Act,
3f211240-8cc6-493c-a3a2-3f839898afa0,647,765,Softlaw,"requires agencies to consider international standards and, where appropriate, that they be the basis of U.S. standards",f
3fb9180d-12d6-4dd4-83c9-b6ebef404072,1127,1154,Softlaw,international organizations,
3fb9180d-12d6-4dd4-83c9-b6ebef404072,1192,1219,Treaty,Chemical Weapons Convention,f
3fbba0ad-abd1-4c1c-aeee-0dbf38662dcc,52,127,Softlaw,international cooperation and coordination in the regulation of derivatives,
3fbba0ad-abd1-4c1c-aeee-0dbf38662dcc,725,784,Softlaw,develop a more harmonized cross-border regulatory framework,f
3fbd66b6-adca-4017-8f83-3fb046ce3662,45,56,Softlaw,BE-12A form,
3fbd66b6-adca-4017-8f83-3fb046ce3662,506,537,Foreing Policy,information on firm integration,f
3fbd66b6-adca-4017-8f83-3fb046ce3662,549,581,Foreing Policy,insight into global value chains,f
401b7ed4-3343-4486-b161-9dae588fe815,119,194,Foreing Policy,ability of U.S.-based enterprises to compete with foreign-based enterprises,
40c30654-d867-4634-97cc-c34f5521cb20,168,174,Softlaw,BE-12B,
40c30654-d867-4634-97cc-c34f5521cb20,347,353,Softlaw,BE-605,f
40c30654-d867-4634-97cc-c34f5521cb20,385,473,Foreing Policy,"updating the statistics on foreign direct investment transactions, positions, and income",f
41761c7b-ceb7-472c-a668-96a746eff6e7,17,45,Softlaw,certain foreign corporations,
41761c7b-ceb7-472c-a668-96a746eff6e7,141,158,Softlaw,income tax return,f
41761c7b-ceb7-472c-a668-96a746eff6e7,230,248,statute,section 1361(a)(2),f
41d469ca-c076-4a96-bfab-aa175d863f32,847,853,Treaty,treaty,
41d469ca-c076-4a96-bfab-aa175d863f32,863,886,Treaty,international agreement,f
4279e27e-208f-4657-a5e5-ae3450a8d6f5,79,293,Softlaw,modified the foreign ownership filing and review process for broadcast licensees by extending the streamlined procedures developed for foreign ownership reviews for common carrier and certain aeronautical licensees,
4279e27e-208f-4657-a5e5-ae3450a8d6f5,300,351,statute,section 310(b)(4) of the Communications Act of 1934,f
4279e27e-208f-4657-a5e5-ae3450a8d6f5,589,646,Softlaw,assess compliance with the foreign ownership restrictions,f
4279e27e-208f-4657-a5e5-ae3450a8d6f5,658,667,statute,310(b)(3),f
4279e27e-208f-4657-a5e5-ae3450a8d6f5,672,681,statute,310(b)(4),f
42a30d9d-85e0-429b-a69f-ae983e366cd4,51,64,statute,§ 21.29(a)(1),
42a30d9d-85e0-429b-a69f-ae983e366cd4,121,131,statute,§ 21.20(b),f
42a30d9d-85e0-429b-a69f-ae983e366cd4,766,884,Softlaw,the FAA enters into a bilateral aviation agreement only if it has confidence in the foreign CAA's certification system,f
43869fa8-d9ed-4a4c-85ee-1e0da163ef30,32,65,Agreement,bilateral airworthiness agreement,
439761d2-b705-470e-b854-e384a8f2bed4,0,312,Foreing Policy,"The provisions of the Administrative Procedure Act (APA) (5 U.S.C. 553) requiring notice of proposed rulemaking, the opportunity for public participation, and a delay in effective date, are inapplicable because this action involves a military and foreign affairs function of the United States (5 U.S.C. 553(a)(1)",
439761d2-b705-470e-b854-e384a8f2bed4,315,425,Softlaw,Immediate implementation of these amendments fulfills the United States' international commitments to the MTCR,f
439761d2-b705-470e-b854-e384a8f2bed4,427,672,Foreing Policy,The MTCR contributes to international peace and security by promoting greater responsibility in transfers of missile technology items that could make a contribution to delivery systems (other than manned aircraft) for weapons of mass destruction,f
439761d2-b705-470e-b854-e384a8f2bed4,789,934,Agreement,"agreements reached at the October 2016 Plenary in Busan, South Korea, and the March 2016 Technical Experts Meeting in Luxembourg City, Luxembourg",f
439761d2-b705-470e-b854-e384a8f2bed4,936,1104,Softlaw,"Since the United States is a significant exporter of the items discussed in this rule, implementation of this provision is necessary for the MTCR to achieve its purpose",f
43d73924-8423-4a5e-a687-aaf3b43798ea,16,99,Foreing Policy,could be used by interstate or foreign travelers for recreational or other purposes,
44067858-3f90-4e13-b528-6dfcdf37922e,194,241,Foreing Policy,"Mango Promotion, Research and Information Order",
44067858-3f90-4e13-b528-6dfcdf37922e,247,334,Softlaw,importers of frozen mangos will be assessed one cent ($0.01) per pound on frozen mangos,f
44067858-3f90-4e13-b528-6dfcdf37922e,342,496,Softlaw,the National Mango Board's (Board) membership will be expanded from 18 to 21 with the addition of two importers of frozen mangos and one foreign processor,f
44a34f5f-2543-482d-b766-b1811fec2a4c,39,120,Softlaw,seeks to harmonize U.S. tolerances with international standards whenever possible,
44a34f5f-2543-482d-b766-b1811fec2a4c,328,351,statute,FFDCA section 408(b)(4),f
44a34f5f-2543-482d-b766-b1811fec2a4c,496,569,Softlaw,recognized as an international food safety standards-setting organization,f
44a34f5f-2543-482d-b766-b1811fec2a4c,573,589,Treaty,trade agreements,f
44a93d51-90ed-443c-826e-2426ab66dee4,507,532,Foreing Policy,national security reasons,
45f44939-fb23-4b74-b461-e2d4541cadb8,94,99,Softlaw,RFMOs,
46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,0,70,Agreement,"Executive Order 13609, “Promoting International Regulatory Cooperation",
46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,82,118,Softlaw,international regulatory cooperation,f
46223b0b-a8b9-48d8-8e92-91dfe6cdfe7c,439,519,Treaty,this action would have no adverse effect on international regulatory cooperation,f
46bedad0-e8dc-41fd-88fe-0471d8cbcd79,310,336,statute,47 U.S.C. 923(h)(7)(A)(ii),
46bedad0-e8dc-41fd-88fe-0471d8cbcd79,344,477,Foreing Policy,"another factor that could be included in a plan would be any impact on national security, law enforcement, or public safety functions",f
4750015c-dd75-41e0-be4f-3177beb6bc43,51,105,Foreing Policy,Exchange Visitor Program is a foreign affairs function,
475cb994-a54a-4d96-a98e-8688fe2c6a06,0,127,Softlaw,"This product has been approved by the aviation authority of another country, and is approved for operation in the United States",
475cb994-a54a-4d96-a98e-8688fe2c6a06,145,164,Softlaw,bilateral agreement,f
476fbacf-bb65-4be7-a723-6dca6ef144ef,2,319,Foreing Policy,"The extent to which such a financial institution is used to facilitate or promote money laundering in or through the jurisdiction, including any money laundering activity by organized criminal groups, international terrorists, or entities involved in the proliferation of weapons of mass destruction (WMD) or missiles",
476fbacf-bb65-4be7-a723-6dca6ef144ef,257,301,Foreing Policy,proliferation of weapons of mass destruction,f
47979931-885e-49f4-beb1-628a7640a0ff,218,251,Agreement,bilateral airworthiness agreement,
47e8ddaa-378f-4a85-b897-139df2c11cab,235,252,Foreing Policy,national security,
47e8ddaa-378f-4a85-b897-139df2c11cab,305,310,Foreing Policy,ANPRM,f
47e8ddaa-378f-4a85-b897-139df2c11cab,500,515,statute,49 U.S.C. 44807,f
48563fb7-b1a2-467e-8a60-05466d647e70,200,237,Foreing Policy,affect interstate or foreign commerce,
486f48ae-0ab2-4bf2-8fa7-1c3a0b0abc4e,524,541,Foreing Policy,national security,
4878c03f-9536-495d-a243-0bca031e7a0e,142,380,statute,The FAA also finds that this action is fully consistent with the obligations under 49 U.S.C. 40105(b)(1)(A) to ensure that the FAA exercises its duties consistently with the obligations of the United States under international agreements.,
4878c03f-9536-495d-a243-0bca031e7a0e,269,379,Agreement,FAA exercises its duties consistently with the obligations of the United States under international agreements,f
492ec959-1164-44e5-b354-f6b472718d97,8,12,Softlaw,ISDA,
497eebd5-9b49-4737-ba7c-3de09e5a14ae,4,32,statute,Trade Agreements Act of 1979,
497eebd5-9b49-4737-ba7c-3de09e5a14ae,329,444,Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
49c1904c-7a5a-4f75-94b4-70996a20dab7,23,304,Foreing Policy,the extent to which this action could have an impact on the legitimate business activities of Bank of Dandong and has concluded that the need to protect the U.S. financial system from banks that facilitate North Korea's illicit financial activity strongly outweighs any such impact,
49c1904c-7a5a-4f75-94b4-70996a20dab7,704,921,Foreing Policy,"Nonetheless, FinCEN assesses that this financial activity also includes transactions conducted by companies that have transacted with, or on behalf of, entities that threaten the national security of the United States",f
4b344061-cd9c-4ebb-8fe8-d3af8df9c20b,154,211,Foreing Policy,cause exceptionally grave damage to the national security,
4b8644b0-0b3b-41e9-a498-e7521039e501,129,199,Agreement,Pursuant to our bilateral agreement with the State of Design Authority,
4b8c3280-d4a5-4b4e-a79a-343f952bbbff,218,324,Foreing Policy,Entity List for actions contrary to the national security or foreign policy interests of the United States,
4badb894-9dbf-45c3-a20e-dd9b345f2ec2,167,244,Foreing Policy,provide more information about foreign direct investment in the United States,
4c1df94d-c814-4bfc-9543-4c3762c57037,142,380,statute,The FAA also finds that this action is fully consistent with the obligations under 49 U.S.C. 40105(b)(1)(A) to ensure that the FAA exercises its duties consistently with the obligations of the United States under international agreements.,
4c1df94d-c814-4bfc-9543-4c3762c57037,250,379,Agreement,to ensure that the FAA exercises its duties consistently with the obligations of the United States under international agreements,f
4c2a78ab-c6f0-4e96-9a9d-64de6981e3fd,26,41,Foreing Policy,foreign affairs,
4c2a78ab-c6f0-4e96-9a9d-64de6981e3fd,133,153,statute,5 U.S.C. 553 and 554,f
4c35a3e2-7422-403d-8b3d-e1bc695a9fad,114,131,Foreing Policy,national security,
4cd0af30-f01b-442b-98b3-0d029c330fd2,225,250,Treaty,Pacific Salmon Treaty Act,
4d049083-8e4e-4484-877d-96ad47c00b38,14,39,statute,Moratorium Protection Act,
4d049083-8e4e-4484-877d-96ad47c00b38,303,345,Softlaw,applicable international fishery agreement,f
4d0c27a5-5869-4ffd-923b-cfb352afa64d,349,644,Foreing Policy,"As a matter of general policy, DHS will not apply these exemptions unless disclosure to the subject individual could reveal investigative interest on the part of DHS as well as the recipient agency and present an impediment to law enforcement efforts and/or efforts to preserve national security",
4d0c27a5-5869-4ffd-923b-cfb352afa64d,651,661,Foreing Policy,Final Rule,f
4dce0de6-e92d-4923-942f-8bdf329cb726,14,18,Softlaw,ISDA,
4dce0de6-e92d-4923-942f-8bdf329cb726,48,190,Softlaw,should align the compliance dates for U.S. and non-U.S. SDs and MSPs in order to avoid the “profound effect[s] on transactional relationships”,f
4e20a7a1-e516-4c66-a106-d9a56d4dcd16,25,99,Foreing Policy,used by interstate or foreign travelers for recreational or other purposes,
4ecad0b4-2d05-4d71-8d25-8e2926cf36db,57,70,statute,5 U.S.C. 552a,
4ecad0b4-2d05-4d71-8d25-8e2926cf36db,419,454,Foreing Policy,national defense and foreign policy,f
4ee845b5-e802-4042-8b5c-fcdbf11231d8,338,355,Treaty,U.S.—Y tax treaty,
4ef868d8-c5ad-4060-b3ed-b6453841ae4e,62,148,Foreing Policy,Exchange Visitor Program is a foreign affairs function of the United States Government,
502fc83e-fc41-4ec6-bebf-8f82f89056c3,96,110,statute,§ 23.502(a)(1),
502fc83e-fc41-4ec6-bebf-8f82f89056c3,198,218,Softlaw,"Dodd-Frank protocol,",f
502fc83e-fc41-4ec6-bebf-8f82f89056c3,284,288,Softlaw,ISDA,f
502fc83e-fc41-4ec6-bebf-8f82f89056c3,351,371,statute,§§ 23.502 and 23.504,f
505c02e0-22b3-4f4c-bebc-9dfa9694742c,328,351,statute,FFDCA section 408(b)(4),
505c02e0-22b3-4f4c-bebc-9dfa9694742c,496,569,Softlaw,recognized as an international food safety standards-setting organization,f
505c02e0-22b3-4f4c-bebc-9dfa9694742c,573,589,Treaty,trade agreements,f
50a1eb79-db31-4ced-b406-58ab3db8a3f0,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
50a1eb79-db31-4ced-b406-58ab3db8a3f0,193,303,Softlaw,EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission,f
50a1eb79-db31-4ced-b406-58ab3db8a3f0,274,303,Softlaw,Codex Alimentarius Commission,f
50a1eb79-db31-4ced-b406-58ab3db8a3f0,328,351,statute,FFDCA section 408(b)(4),f
50a1eb79-db31-4ced-b406-58ab3db8a3f0,353,627,Treaty,"The Codex Alimentarius is a joint United Nations Food and Agriculture Organization/World Health Organization food standards program, and it is recognized as an international food safety standards-setting organization in trade agreements to which the United States is a party",f
50a1eb79-db31-4ced-b406-58ab3db8a3f0,629,800,statute,"EPA may establish a tolerance that is different from a Codex MRL; however, FFDCA section 408(b)(4) requires that EPA explain the reasons for departing from the Codex level",f
5109112d-c37e-450c-b674-e4917c18e79e,0,170,Softlaw,"The ERC's decision to remove these two persons took into account their cooperation with the U.S. Government, as well as their assurances of future compliance with the EAR",
51f71e6b-11a1-4e97-8754-69319701c69e,40,117,Softlaw,the congressional mandate concerning harmonization of international standards,
51f71e6b-11a1-4e97-8754-69319701c69e,157,193,statute,section 752(a) of the Dodd-Frank Act,f
51f71e6b-11a1-4e97-8754-69319701c69e,369,523,Softlaw,shall consult and coordinate with foreign regulatory authorities on the establishment of consistent international standards with respect to the regulation,f
5228ff78-fb06-4eae-8836-6e662fd7f6e7,218,333,Softlaw,seven foreign producers of fresh mangos; two importers of frozen mangos; and one foreign processor of frozen mangos,
52322066-80b1-48b8-ab0a-65c098ce5ae6,73,125,Foreing Policy,susceptible to use in interstate or foreign commerce,
52900dda-1044-44b0-8844-d2f6fe63a194,24,291,Foreing Policy,"North Korea continues to use the U.S. and international financial systems through front companies and other surreptitious means. It is necessary to protect the U.S. financial system, directly and indirectly, from banks like Bank of Dandong that facilitate such access",
52900dda-1044-44b0-8844-d2f6fe63a194,153,291,Foreing Policy,"It is necessary to protect the U.S. financial system, directly and indirectly, from banks like Bank of Dandong that facilitate such access",f
53874fbd-a484-4b29-a3d7-afd5911d1ade,377,411,Agreement,bilateral airworthiness agreements,
5474c7e9-1539-451e-a1be-c79f05dc3011,138,173,Agreement,our bilateral agreement with France,
54d8f238-a01b-4fa2-9b56-d8a9e363d95f,4,32,statute,Trade Agreements Act of 1979,
54d8f238-a01b-4fa2-9b56-d8a9e363d95f,68,96,statute,Uruguay Round Agreements Act,f
54d8f238-a01b-4fa2-9b56-d8a9e363d95f,621,736,Softlaw,"requires consideration of international standards and, where appropriate, that they be the basis for U.S. standards",f
55559866-e2d2-421b-aff0-81e905bf1a53,239,256,Foreing Policy,national security,
55ce8b50-555a-493f-bb76-7d9fde0d0cbc,4,32,statute,Trade Agreements Act of 1979,
55ce8b50-555a-493f-bb76-7d9fde0d0cbc,68,96,statute,Uruguay Round Agreements Act,f
55ce8b50-555a-493f-bb76-7d9fde0d0cbc,116,284,Softlaw,prohibits Federal agencies from establishing standards or engaging in related activities that create unnecessary obstacles to the foreign commerce of the United States.,f
55ce8b50-555a-493f-bb76-7d9fde0d0cbc,618,724,Softlaw,"requires consideration of international standards, and where appropriate, be the basis for U. S. standards",f
55eb1712-00a6-4d5c-b537-662aab2ecc48,750,767,Foreing Policy,national security,
56bbd901-ab16-45bc-8e1f-d748e83c7ca6,391,411,Foreing Policy,proposed rule change,
56bbd901-ab16-45bc-8e1f-d748e83c7ca6,531,677,Softlaw,The FAA would no longer require the foreign applicant to submit either the means of compliance listing or the accompanying statement of compliance,f
5702ef44-4241-448e-97cc-c4c9166e2a9d,70,121,Foreing Policy,susceptible to us in interstate or foreign commerce,
5830d599-f95f-495a-a876-2b28c0a589de,0,120,Softlaw,"In making its tolerance decisions, EPA seeks to harmonize U.S. tolerances with international standards whenever possible",
5830d599-f95f-495a-a876-2b28c0a589de,193,351,statute,"EPA considers the international maximum residue limits (MRLs) established by the Codex Alimentarius Commission (Codex), as required by FFDCA section 408(b)(4)",f
5830d599-f95f-495a-a876-2b28c0a589de,274,303,Softlaw,Codex Alimentarius Commission,f
5830d599-f95f-495a-a876-2b28c0a589de,328,351,statute,FFDCA section 408(b)(4),f
